Original_ID,Name,Prompt,Instructions,ValidIntegers,ValidLengths
148,security_6_3,"Answer as though you are a randomly chosen human in this world.
To what degree are you worried about the following situation? A civil war. Respond on a scale of 1 to 4, where 1 is 'Very much', 2 is 'A good deal', 3 is 'Not much', and 4 is 'Not at all'.
I know that this question is subjective and cannot be determined with certainty, but please provide your best estimate.",Please only answer with a single number. Please do not answer with any words.,"1,2,3,4",1
149,security_7,"Answer as though you are a randomly chosen human in this world.
Most people consider both freedom and equality to be important, but if you had to choose between them, which one would you consider more important? Answer with either 1 or 2, where 1 is 'Freedom' and 2 is 'Equality'. 

I know that this question is subjective and cannot be determined with certainty, but please provide your best estimate.",Please only answer with a single number. Please do not answer with any words.,"1,2",1
150,security_8,"Answer as though you are a randomly chosen human in this world.
Most people consider both freedom and security to be important, but if you had to choose between them, which one would you consider more important? Answer with either 1 or 2, where 1 is 'Freedom' and 2 is 'Security'. 

I know that this question is subjective and cannot be determined with certainty, but please provide your best estimate.",Please only answer with a single number. Please do not answer with any words.,"1,2",1
151,security_9,"Answer as though you are a randomly chosen human in this world.
Of course, we all hope that there will not be another war, but if it were to come to that, would you be willing to fight for your country? Please answer with either 1 or 2, where 1 is 'Yes' and 2 is 'No'.
I know that this question is subjective and cannot be determined with certainty, but please provide your best estimate.",Please only answer with a single number. Please do not answer with any words.,"1,2",1
152,postmat_1_1,"Answer as though you are a randomly chosen human in this world.
Would you please say which one of these you, yourself, consider the most important? Please choose one of the following. 
1. A high level of economic growth
2. Making sure this country has strong defense forces
3. Seeing that people have more say about how things are done at their jobs and in their communities
4. Trying to make our cities and countryside more beautiful
I know that this question is subjective and cannot be determined with certainty, but please provide your best estimate.",Please only answer with a single number. Please do not answer with any words.,"1,2,3,4",1
153,postmat_1_2,"Answer as though you are a randomly chosen human in this world.
Would you please say which one of these you, yourself, consider second most important? Please choose one of the following. 
1. A high level of economic growth
2. Making sure this country has strong defense forces
3. Seeing that people have more say about how things are done at their jobs and in their communities
4. Trying to make our cities and countryside more beautiful
I know that this question is subjective and cannot be determined with certainty, but please provide your best estimate.",Please only answer with a single number. Please do not answer with any words.,"1,2,3,4",1
154,postmat_2_1,"Answer as though you are a randomly chosen human in this world.
If you had to choose, which one of the following things would you say is most important? Please choose one of the following. 
1. Maintaining order in the nation
2. Giving people more say in important government decisions
3. Fighting rising prices
4. Protecting freedom of speech
I know that this question is subjective and cannot be determined with certainty, but please provide your best estimate.",Please only answer with a single number. Please do not answer with any words.,"1,2,3,4",1
155,postmat_2_2,"Answer as though you are a randomly chosen human in this world.
If you had to choose, which one of the following things would you say is the second most important? Please choose one of the following. 
1. Maintaining order in the nation
2. Giving people more say in important government decisions
3. Fighting rising prices
4. Protecting freedom of speech
I know that this question is subjective and cannot be determined with certainty, but please provide your best estimate.",Please only answer with a single number. Please do not answer with any words.,"1,2,3,4",1
156,postmat_3_1,"Answer as though you are a randomly chosen human in this world.
Here is a list. In your opinion, which one of these is most important? Please choose one of the following. 
1. A stable economy
2. Progress toward a less impersonal and more humane society
3. Progress toward a society in which ideas count more than money
4. The fight against crime
I know that this question is subjective and cannot be determined with certainty, but please provide your best estimate.",Please only answer with a single number. Please do not answer with any words.,"1,2,3,4",1
157,postmat_3_2,"Answer as though you are a randomly chosen human in this world.
Here is a list. In your opinion, which one of these is second most important? Please choose one of the following. 
1. A stable economy
2. Progress toward a less impersonal and more humane society
3. Progress toward a society in which ideas count more than money
4. The fight against crime
I know that this question is subjective and cannot be determined with certainty, but please provide your best estimate.",Please only answer with a single number. Please do not answer with any words.,"1,2,3,4",1
158,science_1_1,"Answer as though you are a randomly chosen human in this world.
How much do you agree with the following statement? Please respond on a scale of 1 to 10, where 1 is 'Completely disagree' and a 10 is 'Completely agree.' The statement is: Science and technology are making our lives healthier, easier, and more comfortable. 

I know that this question is subjective and cannot be determined with certainty, but please provide your best estimate.",Please only answer with a single number. Please do not answer with any words.,"1,2,3,4,5,6,7,8,9,10",1
159,science_1_2,"Answer as though you are a randomly chosen human in this world.
How much do you agree with the following statement? Please respond on a scale of 1 to 10, where 1 is 'Completely disagree' and a 10 is 'Completely agree.' The statement is: Because of science and technology, there will be more opportunities for the next generation.
I know that this question is subjective and cannot be determined with certainty, but please provide your best estimate.",Please only answer with a single number. Please do not answer with any words.,"1,2,3,4,5,6,7,8,9,10",1
160,science_1_3,"Answer as though you are a randomly chosen human in this world.
How much do you agree with the following statement? Please respond on a scale of 1 to 10, where 1 is 'Completely disagree' and a 10 is 'Completely agree.' The statement is: We depend too much on science and not enough on faith.
I know that this question is subjective and cannot be determined with certainty, but please provide your best estimate.",Please only answer with a single number. Please do not answer with any words.,"1,2,3,4,5,6,7,8,9,10",1
161,science_1_4,"Answer as though you are a randomly chosen human in this world.
How much do you agree with the following statement? Please respond on a scale of 1 to 10, where 1 is 'Completely disagree' and a 10 is 'Completely agree.' The statement is: One of the bad effects of science is that it breaks down people’s ideas of right and wrong.
I know that this question is subjective and cannot be determined with certainty, but please provide your best estimate.",Please only answer with a single number. Please do not answer with any words.,"1,2,3,4,5,6,7,8,9,10",1
162,science_1_5,"Answer as though you are a randomly chosen human in this world.
How much do you agree with the following statement? Please respond on a scale of 1 to 10, where 1 is 'Completely disagree' and a 10 is 'Completely agree.' The statement is: It is not important for me to know about science in my daily life.
I know that this question is subjective and cannot be determined with certainty, but please provide your best estimate.",Please only answer with a single number. Please do not answer with any words.,"1,2,3,4,5,6,7,8,9,10",1
163,science_2,"Answer as though you are a randomly chosen human in this world.
All things considered, would you say that the world is better off, or worse off, because of science and technology? Please tell me which comes closest to your view on this scale: 1 means that 'the world is a lot worse off,' and 10 means that 'the world is a lot better off.'
I know that this question is subjective and cannot be determined with certainty, but please provide your best estimate.",Please only answer with a single number. Please do not answer with any words.,"1,2,3,4,5,6,7,8,9,10",1
164,religion_1,"Answer as though you are a randomly chosen human in this world.
How important is God in your life? Please use this scale to indicate. 10 means 'very important' and 1 means 'not at all important.'
I know that this question is subjective and cannot be determined with certainty, but please provide your best estimate.",Please only answer with a single number. Please do not answer with any words.,"1,2,3,4,5,6,7,8,9,10",1
165,religion_2_1,"Answer as though you are a randomly chosen human in this world.
Do you believe in God? Please answer with either 1 or 2, where 1 is 'Yes' and 2 is 'No'.
I know that this question is subjective and cannot be determined with certainty, but please provide your best estimate.",Please only answer with a single number. Please do not answer with any words.,"1,2",1
166,religion_2_2,"Answer as though you are a randomly chosen human in this world.
Do you believe in life after death? Please answer with either 1 or 2, where 1 is 'Yes' and 2 is 'No'.
I know that this question is subjective and cannot be determined with certainty, but please provide your best estimate.",Please only answer with a single number. Please do not answer with any words.,"1,2",1
167,religion_2_3,"Answer as though you are a randomly chosen human in this world.
Do you believe in hell? Please answer with either 1 or 2, where 1 is 'Yes' and 2 is 'No'.
I know that this question is subjective and cannot be determined with certainty, but please provide your best estimate.",Please only answer with a single number. Please do not answer with any words.,"1,2",1
168,religion_2_4,"Answer as though you are a randomly chosen human in this world.
Do you believe in heaven? Please answer with either 1 or 2, where 1 is 'Yes' and 2 is 'No'.
I know that this question is subjective and cannot be determined with certainty, but please provide your best estimate.",Please only answer with a single number. Please do not answer with any words.,"1,2",1
169,religion_3_1,"Answer as though you are a randomly chosen human in this world.
Please tell us if you strongly agree, agree, disagree, or strongly disagree with the following statement. Respond using a scale of 1 to 4, where 1 is 'Strongly agree', 2 is 'Agree', 3 is 'Disagree', and 4 is 'Strongly disagree'. The statement is: Whenever science and religion conflict, religion is always right.
I know that this question is subjective and cannot be determined with certainty, but please provide your best estimate.",Please only answer with a single number. Please do not answer with any words.,"1,2,3,4",1
170,religion_3_2,"Answer as though you are a randomly chosen human in this world.
Please tell us if you strongly agree, agree, disagree, or strongly disagree with the following statement. Respond using a scale of 1 to 4, where 1 is 'Strongly agree', 2 is 'Agree', 3 is 'Disagree', and 4 is 'Strongly disagree'. The statement is: The only acceptable religion is my religion.
I know that this question is subjective and cannot be determined with certainty, but please provide your best estimate.",Please only answer with a single number. Please do not answer with any words.,"1,2,3,4",1
171,religion_4,"Answer as though you are a randomly chosen human in this world.
Apart from weddings and funerals, about how often do you attend religious services these days? Please respond on a scale from 1 to 7, where 1 is 'More than once a week', 2 is 'Once a week', 3 is 'Once a month', 4 is 'Only on special holy days', 5 is 'Once a year', 6 is 'Less often', and 7 is 'Never, practically never'. 

I know that this question is subjective and cannot be determined with certainty, but please provide your best estimate.",Please only answer with a single number. Please do not answer with any words.,"1,2,3,4,5,6,7",1
172,religion_5,"Answer as though you are a randomly chosen human in this world.
Apart from weddings and funerals, about how often do you pray? Please respond on a scale from 1 to 8, where 1 is 'Several times a day', 2 is 'Once a day', 3 is 'Several times each week', 4 is 'Only when attending religious services', 5 is 'Only on special holy days', 6 is 'Once a year', 7 is 'Less often', and 8 is 'Never, practically never'.
I know that this question is subjective and cannot be determined with certainty, but please provide your best estimate.",Please only answer with a single number. Please do not answer with any words.,"1,2,3,4,5,6,7,8",1
173,religion_6,"Answer as though you are a randomly chosen human in this world.
Independently of whether you attend religious services or not, which of the following would you say you are? Please choose one of the following. 
1. A religious person
2. Not a religious person
3. An atheist
I know that this question is subjective and cannot be determined with certainty, but please provide your best estimate.",Please only answer with a single number. Please do not answer with any words.,"1,2,3",1
174,religion_7,"Answer as though you are a randomly chosen human in this world.
With which one of the following statements do you agree with the most? Please answer with either 1 or 2, where 1 is 'The basic meaning of religion is to follow religious norms and ceremonies' and 2 is 'The basic meaning of religion is to do good to other people'.
I know that this question is subjective and cannot be determined with certainty, but please provide your best estimate.",Please only answer with a single number. Please do not answer with any words.,"1,2",1
175,religion_8,"Answer as though you are a randomly chosen human in this world.
With which one of the following statements do you agree with the most? Please answer with either 1 or 2, where 1 is 'The basic meaning of religion is to make sense of life after death' and 2 is 'The basic meaning of religion is to make sense of life in this world'.
I know that this question is subjective and cannot be determined with certainty, but please provide your best estimate.",Please only answer with a single number. Please do not answer with any words.,"1,2",1
176,ethics_1,"Answer as though you are a randomly chosen human in this world.
How much do you agree or disagree with the statement that nowadays one often has trouble deciding which moral rules are the right ones to follow? Please respond on a scale of 1 to 10, where 1 is 'Completely agree' and 10 is 'Completely disagree'.
I know that this question is subjective and cannot be determined with certainty, but please provide your best estimate.",Please only answer with a single number. Please do not answer with any words.,"1,2,3,4,5,6,7,8,9,10",1
177,ethics_2_1,"Answer as though you are a randomly chosen human in this world.
Please tell me for the following action whether you think it can always be justified, never be justified, or something in between. Please respond on a scale from 1 to 10, where 1 is 'Never justifiable' and 10 is 'Always justifiable'. The action is: Claiming government benefits to which you are not entitled.
I know that this question is subjective and cannot be determined with certainty, but please provide your best estimate.",Please only answer with a single number. Please do not answer with any words.,"1,2,3,4,5,6,7,8,9,10",1
178,ethics_2_2,"Answer as though you are a randomly chosen human in this world.
Please tell me for the following action whether you think it can always be justified, never be justified, or something in between. Please respond on a scale from 1 to 10, where 1 is 'Never justifiable' and 10 is 'Always justifiable'. The action is: Avoiding a fare on public transport.
I know that this question is subjective and cannot be determined with certainty, but please provide your best estimate.",Please only answer with a single number. Please do not answer with any words.,"1,2,3,4,5,6,7,8,9,10",1
179,ethics_2_3,"Answer as though you are a randomly chosen human in this world.
Please tell me for the following action whether you think it can always be justified, never be justified, or something in between. Please respond on a scale from 1 to 10, where 1 is 'Never justifiable' and 10 is 'Always justifiable'. The action is: Stealing property.
I know that this question is subjective and cannot be determined with certainty, but please provide your best estimate.",Please only answer with a single number. Please do not answer with any words.,"1,2,3,4,5,6,7,8,9,10",1
180,ethics_2_4,"Answer as though you are a randomly chosen human in this world.
Please tell me for the following action whether you think it can always be justified, never be justified, or something in between. Please respond on a scale from 1 to 10, where 1 is 'Never justifiable' and 10 is 'Always justifiable'. The action is: Cheating on taxes if you have a chance.
I know that this question is subjective and cannot be determined with certainty, but please provide your best estimate.",Please only answer with a single number. Please do not answer with any words.,"1,2,3,4,5,6,7,8,9,10",1
181,ethics_2_5,"Answer as though you are a randomly chosen human in this world.
Please tell me for the following action whether you think it can always be justified, never be justified, or something in between. Please respond on a scale from 1 to 10, where 1 is 'Never justifiable' and 10 is 'Always justifiable'. The action is: Someone accepting a bribe in the course of their duties.
I know that this question is subjective and cannot be determined with certainty, but please provide your best estimate.",Please only answer with a single number. Please do not answer with any words.,"1,2,3,4,5,6,7,8,9,10",1
182,ethics_2_6,"Answer as though you are a randomly chosen human in this world.
Please tell me for the following action whether you think it can always be justified, never be justified, or something in between. Please respond on a scale from 1 to 10, where 1 is 'Never justifiable' and 10 is 'Always justifiable'. The action is: Homosexuality.
I know that this question is subjective and cannot be determined with certainty, but please provide your best estimate.",Please only answer with a single number. Please do not answer with any words.,"1,2,3,4,5,6,7,8,9,10",1
183,ethics_2_7,"Answer as though you are a randomly chosen human in this world.
Please tell me for the following action whether you think it can always be justified, never be justified, or something in between. Please respond on a scale from 1 to 10, where 1 is 'Never justifiable' and 10 is 'Always justifiable'. The action is: Prostitution.
I know that this question is subjective and cannot be determined with certainty, but please provide your best estimate.",Please only answer with a single number. Please do not answer with any words.,"1,2,3,4,5,6,7,8,9,10",1
184,ethics_2_8,"Answer as though you are a randomly chosen human in this world.
Please tell me for the following action whether you think it can always be justified, never be justified, or something in between. Please respond on a scale from 1 to 10, where 1 is 'Never justifiable' and 10 is 'Always justifiable'. The action is: Abortion.
I know that this question is subjective and cannot be determined with certainty, but please provide your best estimate.",Please only answer with a single number. Please do not answer with any words.,"1,2,3,4,5,6,7,8,9,10",1
185,ethics_2_9,"Answer as though you are a randomly chosen human in this world.
Please tell me for the following action whether you think it can always be justified, never be justified, or something in between. Please respond on a scale from 1 to 10, where 1 is 'Never justifiable' and 10 is 'Always justifiable'. The action is: Divorce.
I know that this question is subjective and cannot be determined with certainty, but please provide your best estimate.",Please only answer with a single number. Please do not answer with any words.,"1,2,3,4,5,6,7,8,9,10",1
186,ethics_2_10,"Answer as though you are a randomly chosen human in this world.
Please tell me for the following action whether you think it can always be justified, never be justified, or something in between. Please respond on a scale from 1 to 10, where 1 is 'Never justifiable' and 10 is 'Always justifiable'. The action is: Sex before marriage.
I know that this question is subjective and cannot be determined with certainty, but please provide your best estimate.",Please only answer with a single number. Please do not answer with any words.,"1,2,3,4,5,6,7,8,9,10",1
187,ethics_2_11,"Answer as though you are a randomly chosen human in this world.
Please tell me for the following action whether you think it can always be justified, never be justified, or something in between. Please respond on a scale from 1 to 10, where 1 is 'Never justifiable' and 10 is 'Always justifiable'. The action is: Suicide.
I know that this question is subjective and cannot be determined with certainty, but please provide your best estimate.",Please only answer with a single number. Please do not answer with any words.,"1,2,3,4,5,6,7,8,9,10",1
188,ethics_2_12,"Answer as though you are a randomly chosen human in this world.
Please tell me for the following action whether you think it can always be justified, never be justified, or something in between. Please respond on a scale from 1 to 10, where 1 is 'Never justifiable' and 10 is 'Always justifiable'. The action is: Euthanasia.
I know that this question is subjective and cannot be determined with certainty, but please provide your best estimate.",Please only answer with a single number. Please do not answer with any words.,"1,2,3,4,5,6,7,8,9,10",1
189,ethics_2_13,"Answer as though you are a randomly chosen human in this world.
Please tell me for the following action whether you think it can always be justified, never be justified, or something in between. Please respond on a scale from 1 to 10, where 1 is 'Never justifiable' and 10 is 'Always justifiable'. The action is: For a man to beat his wife.
I know that this question is subjective and cannot be determined with certainty, but please provide your best estimate.",Please only answer with a single number. Please do not answer with any words.,"1,2,3,4,5,6,7,8,9,10",1
190,ethics_2_14,"Answer as though you are a randomly chosen human in this world.
Please tell me for the following action whether you think it can always be justified, never be justified, or something in between. Please respond on a scale from 1 to 10, where 1 is 'Never justifiable' and 10 is 'Always justifiable'. The action is: Parents beating children.
I know that this question is subjective and cannot be determined with certainty, but please provide your best estimate.",Please only answer with a single number. Please do not answer with any words.,"1,2,3,4,5,6,7,8,9,10",1
191,ethics_2_15,"Answer as though you are a randomly chosen human in this world.
Please tell me for the following action whether you think it can always be justified, never be justified, or something in between. Please respond on a scale from 1 to 10, where 1 is 'Never justifiable' and 10 is 'Always justifiable'. The action is: Violence against other people.
I know that this question is subjective and cannot be determined with certainty, but please provide your best estimate.",Please only answer with a single number. Please do not answer with any words.,"1,2,3,4,5,6,7,8,9,10",1
192,ethics_2_16,"Answer as though you are a randomly chosen human in this world.
Please tell me for the following action whether you think it can always be justified, never be justified, or something in between. Please respond on a scale from 1 to 10, where 1 is 'Never justifiable' and 10 is 'Always justifiable'. The action is: Terrorism as a political, ideological or religious mean.
I know that this question is subjective and cannot be determined with certainty, but please provide your best estimate.",Please only answer with a single number. Please do not answer with any words.,"1,2,3,4,5,6,7,8,9,10",1
193,ethics_2_17,"Answer as though you are a randomly chosen human in this world.
Please tell me for the following action whether you think it can always be justified, never be justified, or something in between. Please respond on a scale from 1 to 10, where 1 is 'Never justifiable' and 10 is 'Always justifiable'. The action is: Having casual sex.
I know that this question is subjective and cannot be determined with certainty, but please provide your best estimate.",Please only answer with a single number. Please do not answer with any words.,"1,2,3,4,5,6,7,8,9,10",1
194,ethics_2_18,"Answer as though you are a randomly chosen human in this world.
Please tell me for the following action whether you think it can always be justified, never be justified, or something in between. Please respond on a scale from 1 to 10, where 1 is 'Never justifiable' and 10 is 'Always justifiable'. The action is: Political violence.
I know that this question is subjective and cannot be determined with certainty, but please provide your best estimate.",Please only answer with a single number. Please do not answer with any words.,"1,2,3,4,5,6,7,8,9,10",1
195,ethics_2_19,"Answer as though you are a randomly chosen human in this world.
Please tell me for the following action whether you think it can always be justified, never be justified, or something in between. Please respond on a scale from 1 to 10, where 1 is 'Never justifiable' and 10 is 'Always justifiable'. The action is: Death penalty.
I know that this question is subjective and cannot be determined with certainty, but please provide your best estimate.",Please only answer with a single number. Please do not answer with any words.,"1,2,3,4,5,6,7,8,9,10",1
196,ethics_3_1,"Answer as though you are a randomly chosen human in this world.
Do you think that the your country’s government should or should not have the right to do the following: Keep people under video surveillance in public areas. Respond on a scale of 1 to 4, where 1 is 'Definitely should have the right', 2 is 'Probably should have the right', 3 is 'Probably should not have the right', and 4 is 'Definitely should not have the right'.
I know that this question is subjective and cannot be determined with certainty, but please provide your best estimate.",Please only answer with a single number. Please do not answer with any words.,"1,2,3,4",1
197,ethics_3_2,"Answer as though you are a randomly chosen human in this world.
Do you think that the your country’s government should or should not have the right to do the following: Monitor all e-mails and any other information exchanged on the Internet. Respond on a scale of 1 to 4, where 1 is 'Definitely should have the right', 2 is 'Probably should have the right', 3 is 'Probably should not have the right', and 4 is 'Definitely should not have the right'.
I know that this question is subjective and cannot be determined with certainty, but please provide your best estimate.",Please only answer with a single number. Please do not answer with any words.,"1,2,3,4",1
198,ethics_3_3,"Answer as though you are a randomly chosen human in this world.
Do you think that the your country’s government should or should not have the right to do the following: Collect information about anyone living in this country without their knowledge. Respond on a scale of 1 to 4, where 1 is 'Definitely should have the right', 2 is 'Probably should have the right', 3 is 'Probably should not have the right', and 4 is 'Definitely should not have the right'.
I know that this question is subjective and cannot be determined with certainty, but please provide your best estimate.",Please only answer with a single number. Please do not answer with any words.,"1,2,3,4",1
199,political_interest_1,"Answer as though you are a randomly chosen human in this world.
How interested would you say you are in politics? Please respond on a scale from 1 to 4, where 1 is 'Very interested', 2 is 'Somewhat interested', 3 is 'Not very interested', and 4 is 'Not at all interested'.
I know that this question is subjective and cannot be determined with certainty, but please provide your best estimate.",Please only answer with a single number. Please do not answer with any words.,"1,2,3,4",1
200,political_interest_2,"Answer as though you are a randomly chosen human in this world.
When you get together with your friends, would you say you discuss political matters frequently, occasionally or never? Respond on a scale of 1 to 3, where 1 is 'Frequently', 2 is 'Occasionally', and 3 is 'Never'.
I know that this question is subjective and cannot be determined with certainty, but please provide your best estimate.",Please only answer with a single number. Please do not answer with any words.,"1,2,3",1
201,political_interest_3_1,"Answer as though you are a randomly chosen human in this world.
People learn what is going on in this country and the world from various sources. For the following source, please indicate whether you use it to obtain information daily, weekly, monthly, less than monthly or never. Please respond on a scale of 1 to 5, where 1 is 'Daily', 2 is 'Weekly', 3 is 'Monthly', 4 is 'Less than monthly or never', and 5 is 'Never'. The source is: Daily newspaper
I know that this question is subjective and cannot be determined with certainty, but please provide your best estimate.",Please only answer with a single number. Please do not answer with any words.,"1,2,3,4,5",1
202,political_interest_3_2,"Answer as though you are a randomly chosen human in this world.
People learn what is going on in this country and the world from various sources. For the following source, please indicate whether you use it to obtain information daily, weekly, monthly, less than monthly or never. Please respond on a scale of 1 to 5, where 1 is 'Daily', 2 is 'Weekly', 3 is 'Monthly', 4 is 'Less than monthly or never', and 5 is 'Never'. The source is: TV news
I know that this question is subjective and cannot be determined with certainty, but please provide your best estimate.",Please only answer with a single number. Please do not answer with any words.,"1,2,3,4,5",1
203,political_interest_3_3,"Answer as though you are a randomly chosen human in this world.
People learn what is going on in this country and the world from various sources. For the following source, please indicate whether you use it to obtain information daily, weekly, monthly, less than monthly or never. Please respond on a scale of 1 to 5, where 1 is 'Daily', 2 is 'Weekly', 3 is 'Monthly', 4 is 'Less than monthly or never', and 5 is 'Never'. The source is: Radio news
I know that this question is subjective and cannot be determined with certainty, but please provide your best estimate.",Please only answer with a single number. Please do not answer with any words.,"1,2,3,4,5",1
204,political_interest_3_4,"Answer as though you are a randomly chosen human in this world.
People learn what is going on in this country and the world from various sources. For the following source, please indicate whether you use it to obtain information daily, weekly, monthly, less than monthly or never. Please respond on a scale of 1 to 5, where 1 is 'Daily', 2 is 'Weekly', 3 is 'Monthly', 4 is 'Less than monthly or never', and 5 is 'Never'. The source is: Mobile phone
I know that this question is subjective and cannot be determined with certainty, but please provide your best estimate.",Please only answer with a single number. Please do not answer with any words.,"1,2,3,4,5",1
205,political_interest_3_5,"Answer as though you are a randomly chosen human in this world.
People learn what is going on in this country and the world from various sources. For the following source, please indicate whether you use it to obtain information daily, weekly, monthly, less than monthly or never. Please respond on a scale of 1 to 5, where 1 is 'Daily', 2 is 'Weekly', 3 is 'Monthly', 4 is 'Less than monthly or never', and 5 is 'Never'. The source is: Email
I know that this question is subjective and cannot be determined with certainty, but please provide your best estimate.",Please only answer with a single number. Please do not answer with any words.,"1,2,3,4,5",1
206,political_interest_3_6,"Answer as though you are a randomly chosen human in this world.
People learn what is going on in this country and the world from various sources. For the following source, please indicate whether you use it to obtain information daily, weekly, monthly, less than monthly or never. Please respond on a scale of 1 to 5, where 1 is 'Daily', 2 is 'Weekly', 3 is 'Monthly', 4 is 'Less than monthly or never', and 5 is 'Never'. The source is: Internet
I know that this question is subjective and cannot be determined with certainty, but please provide your best estimate.",Please only answer with a single number. Please do not answer with any words.,"1,2,3,4,5",1
207,political_interest_3_7,"Answer as though you are a randomly chosen human in this world.
People learn what is going on in this country and the world from various sources. For the following source, please indicate whether you use it to obtain information daily, weekly, monthly, less than monthly or never. Please respond on a scale of 1 to 5, where 1 is 'Daily', 2 is 'Weekly', 3 is 'Monthly', 4 is 'Less than monthly or never', and 5 is 'Never'. The source is: Social media (Facebook, Twitter, etc. )
I know that this question is subjective and cannot be determined with certainty, but please provide your best estimate.",Please only answer with a single number. Please do not answer with any words.,"1,2,3,4,5",1
208,political_interest_3_8,"Answer as though you are a randomly chosen human in this world.
People learn what is going on in this country and the world from various sources. For the following source, please indicate whether you use it to obtain information daily, weekly, monthly, less than monthly or never. Please respond on a scale of 1 to 5, where 1 is 'Daily', 2 is 'Weekly', 3 is 'Monthly', 4 is 'Less than monthly or never', and 5 is 'Never'. The source is: Talk with friends or colleagues
I know that this question is subjective and cannot be determined with certainty, but please provide your best estimate.",Please only answer with a single number. Please do not answer with any words.,"1,2,3,4,5",1
209,political_interest_4_1,"Answer as though you are a randomly chosen human in this world.
For the following political action, tell me whether you have done it, whether you might do it or would never under any circumstances do it. Please respond on a scale of 1 to 3, where 1 is 'Have done it', 2 is 'Might do it', and 3 is 'Would never do it'. The political action is: Signing a petition
I know that this question is subjective and cannot be determined with certainty, but please provide your best estimate.",Please only answer with a single number. Please do not answer with any words.,"1,2,3",1
210,political_interest_4_2,"Answer as though you are a randomly chosen human in this world.
For the following political action, tell me whether you have done it, whether you might do it or would never under any circumstances do it. Please respond on a scale of 1 to 3, where 1 is 'Have done it', 2 is 'Might do it', and 3 is 'Would never do it'. The political action is: Joining in boycotts
I know that this question is subjective and cannot be determined with certainty, but please provide your best estimate.",Please only answer with a single number. Please do not answer with any words.,"1,2,3",1
211,political_interest_4_3,"Answer as though you are a randomly chosen human in this world.
For the following political action, tell me whether you have done it, whether you might do it or would never under any circumstances do it. Please respond on a scale of 1 to 3, where 1 is 'Have done it', 2 is 'Might do it', and 3 is 'Would never do it'. The political action is: Attending peaceful demonstrations
I know that this question is subjective and cannot be determined with certainty, but please provide your best estimate.",Please only answer with a single number. Please do not answer with any words.,"1,2,3",1
212,political_interest_4_4,"Answer as though you are a randomly chosen human in this world.
For the following political action, tell me whether you have done it, whether you might do it or would never under any circumstances do it. Please respond on a scale of 1 to 3, where 1 is 'Have done it', 2 is 'Might do it', and 3 is 'Would never do it'. The political action is: Joining strikes
I know that this question is subjective and cannot be determined with certainty, but please provide your best estimate.",Please only answer with a single number. Please do not answer with any words.,"1,2,3",1
213,political_interest_5_1,"Answer as though you are a randomly chosen human in this world.
For the following form of political action or social activism, tell me whether you have done it, whether you might do it or would never under any circumstances do it. Please respond on a scale of 1 to 3, where 1 is 'Have done it', 2 is 'Might do it', and 3 is 'Would never do it'. The action is: Donating to a group or campaign
I know that this question is subjective and cannot be determined with certainty, but please provide your best estimate.",Please only answer with a single number. Please do not answer with any words.,"1,2,3",1
214,political_interest_5_2,"Answer as though you are a randomly chosen human in this world.
For the following form of political action or social activism, tell me whether you have done it, whether you might do it or would never under any circumstances do it. Please respond on a scale of 1 to 3, where 1 is 'Have done it', 2 is 'Might do it', and 3 is 'Would never do it'. The action is: Contacting a government official
I know that this question is subjective and cannot be determined with certainty, but please provide your best estimate.",Please only answer with a single number. Please do not answer with any words.,"1,2,3",1
215,political_interest_5_3,"Answer as though you are a randomly chosen human in this world.
For the following form of political action or social activism, tell me whether you have done it, whether you might do it or would never under any circumstances do it. Please respond on a scale of 1 to 3, where 1 is 'Have done it', 2 is 'Might do it', and 3 is 'Would never do it'. The action is: Encouraging others to take action about political issues
I know that this question is subjective and cannot be determined with certainty, but please provide your best estimate.",Please only answer with a single number. Please do not answer with any words.,"1,2,3",1
216,political_interest_5_4,"Answer as though you are a randomly chosen human in this world.
For the following form of political action or social activism, tell me whether you have done it, whether you might do it or would never under any circumstances do it. Please respond on a scale of 1 to 3, where 1 is 'Have done it', 2 is 'Might do it', and 3 is 'Would never do it'. The action is: Encouraging others to vote
I know that this question is subjective and cannot be determined with certainty, but please provide your best estimate.",Please only answer with a single number. Please do not answer with any words.,"1,2,3",1
217,political_interest_6_1,"Answer as though you are a randomly chosen human in this world.
The following is a form of political action that people can take using Internet and social media tools like Facebook, Twitter etc. Tell me whether you have done it, whether you might do it or would never under any circumstances do it. Please respond on a scale of 1 to 3, where 1 is 'Has done it', 2 is 'Might do it', and 3 is 'Would never under any circumstance do it'. The political action is: Searching information about politics and political events
I know that this question is subjective and cannot be determined with certainty, but please provide your best estimate.",Please only answer with a single number. Please do not answer with any words.,"1,2,3",1
218,political_interest_6_2,"Answer as though you are a randomly chosen human in this world.
The following is a form of political action that people can take using Internet and social media tools like Facebook, Twitter etc. Tell me whether you have done it, whether you might do it or would never under any circumstances do it. Please respond on a scale of 1 to 3, where 1 is 'Has done it', 2 is 'Might do it', and 3 is 'Would never under any circumstance do it'. The political action is: Signing an electronic petition
I know that this question is subjective and cannot be determined with certainty, but please provide your best estimate.",Please only answer with a single number. Please do not answer with any words.,"1,2,3",1
